순번,신호종류,진입시간,청산시간,진입가격,청산가격,수익
0,매수진입,2014/01/02 14:30:00,2014/01/02 21:00:00,1.36420,1.36510,0.00090
0,매도진입,2014/01/03 14:30:00,2014/01/03 21:00:00,1.36320,1.35990,0.00330
0,매도진입,2014/01/06 14:30:00,2014/01/06 19:30:00,1.36050,1.36460,-0.00410
0,매수진입,2014/01/07 14:30:00,2014/01/07 21:00:00,1.36360,1.36180,-0.00180
0,매수진입,2014/01/08 14:30:00,2014/01/08 21:00:00,1.35790,1.35780,-0.00010
0,매수진입,2014/01/09 14:30:00,2014/01/09 15:00:00,1.36250,1.35660,-0.00590
0,매수진입,2014/01/10 14:30:00,2014/01/10 21:00:00,1.35750,1.36600,0.00850
0,매수진입,2014/01/14 14:30:00,2014/01/14 21:00:00,1.36710,1.36710,0.00000
0,매도진입,2014/01/15 14:30:00,2014/01/15 21:00:00,1.36110,1.35990,0.00120
0,매도진입,2014/01/16 14:30:00,2014/01/16 21:00:00,1.35960,1.36140,-0.00180
0,매도진입,2014/01/17 14:30:00,2014/01/17 21:00:00,1.35710,1.35300,0.00410
0,매도진입,2014/01/20 14:30:00,2014/01/20 21:00:00,1.35590,1.35580,0.00010
0,매수진입,2014/01/21 14:30:00,2014/01/21 21:00:00,1.35250,1.35580,0.00330
0,매도진입,2014/01/22 14:30:00,2014/01/22 21:00:00,1.35690,1.35470,0.00220
0,매수진입,2014/01/24 14:30:00,2014/01/24 21:00:00,1.36770,1.36770,0.00000
0,매수진입,2014/01/27 14:30:00,2014/01/27 21:00:00,1.36630,1.36650,0.00020
0,매수진입,2014/01/28 14:30:00,2014/01/28 21:00:00,1.36430,1.36640,0.00210
0,매도진입,2014/01/29 14:30:00,2014/01/29 15:30:00,1.36070,1.36710,-0.00640
0,매도진입,2014/01/30 14:30:00,2014/01/30 21:00:00,1.35850,1.35490,0.00360
0,매도진입,2014/01/31 14:30:00,2014/01/31 21:00:00,1.35170,1.34810,0.00360
0,매도진입,2014/02/03 14:30:00,2014/02/03 21:00:00,1.35000,1.35300,-0.00300
0,매수진입,2014/02/04 14:30:00,2014/02/04 21:00:00,1.35180,1.35160,-0.00020
0,매도진입,2014/02/05 14:30:00,2014/02/05 21:00:00,1.35400,1.35350,0.00050
0,매수진입,2014/02/06 14:30:00,2014/02/06 21:00:00,1.34950,1.35880,0.00930
